-1.102279 -1.799389 4.452822
1.867178 -0.596622 3.842313
-0.524181 1.868521 3.766139
-0.380611 0.969128 1.084074
0.552454 -0.212309 0.350281
-0.184954 1.187305 1.443902
0.205643 -0.770148 0.635417
1.079222 -0.327389 1.271904
-0.274919 -1.721429 3.038899
2.047779 -0.062677 4.197329
-0.458677 -1.443219 2.293266
0.304731 -0.884636 0.875442
-0.712336 -0.222392 0.556881
-0.271866 1.181767 1.470484
0.886202 -0.654106 1.213209
-2.035552 0.527648 4.421883
-1.459047 -0.463998 2.344113
1.230661 -0.005650 1.514559
0.088787 1.885329 3.562347
-0.314154 -0.329161 0.207040
-0.198253 0.646070 0.456712
-1.636217 1.049551 3.778762
1.221109 0.814383 2.154327
1.413135 1.549837 4.398942
-0.174494 -1.330937 1.801841
-1.464173 -0.912864 2.977124
-0.272111 -0.287575 0.156744
0.475061 -0.019337 0.226057
0.356141 0.130969 0.143989
0.324704 -1.157425 1.445065
0.503405 -1.086494 1.433886
1.744866 -0.392167 3.198353
-0.609417 -0.101021 0.381595
0.185611 1.424161 2.062686
0.932524 -0.377265 1.011931
0.947352 -0.919367 1.742711
0.784104 -0.482157 0.847295
-0.824933 -0.432685 0.867731
-2.287630 -0.016423 5.233519
1.355024 3.158503 11.812233
-0.935563 -0.690250 1.351723
-0.559721 -0.763086 0.895588
-0.799703 0.136989 0.658292
1.359749 0.761411 2.428663
1.281720 2.004646 5.661409
-0.904642 -0.344509 0.937065
-0.797661 -1.225535 2.138200
-0.953982 -0.340588 1.026082
-0.003892 0.588776 0.346673
0.160033 -2.400038 5.785795
0.873488 0.806430 1.413311
0.141565 -0.942801 0.908915
0.260333 -1.310573 1.785375
-0.952085 1.042794 1.993884
-0.902899 -0.057335 0.818514
0.574308 0.915492 1.167956
0.101522 0.126184 0.026229
0.761263 0.427535 0.762307
0.296898 1.054515 1.200149
-0.997523 -0.242770 1.053990
-1.584441 0.681898 2.975438
0.815520 1.011355 1.687911
0.208662 0.128593 0.060076
-0.249858 -1.247671 1.619113
-0.784596 -0.227374 0.667289
-1.215300 -1.856670 4.924181
1.409139 -1.504667 4.249695
0.824249 -0.462156 0.892974
0.510425 -0.208417 0.303971
-0.751094 -1.984265 4.501449
0.447174 -0.676147 0.657140
-0.389628 0.445557 0.350330
