*      type        name                 id  mass/GeV width/GeV max_Dm/GeV 3*charge 2*spin lifetime*c/mm Lund-KC
*
add  p Parton      d                     1  0.0099          0       0       -1      1       0 1
add  p Parton      anti-d               -1  0.0099          0       0       1       1       0 0
add  p Parton      u                     2  0.0056          0       0       2       1       0 2
add  p Parton      anti-u               -2  0.0056          0       0       -2      1       0 0
add  p Parton      s                     3  0.199           0       0       -1      1       0 3
add  p Parton      anti-s               -3  0.199           0       0       1       1       0 0
add  p Parton      c                     4  1.35            0       0       2       1       0 4
add  p Parton      anti-c               -4  1.35            0       0       -2      1       0 0
add  p Parton      b                     5  5.              0       0       -1      1       0 5
add  p Parton      anti-b               -5  5.              0       0       1       1       0 0
add  p Parton      t                     6  175.            0       0       2       1       0 6
add  p Parton      anti-t               -6  175.            0       0       -2      1       0 0
add  p Parton      b'                    7  400.            0       0       -1      1       0 7
add  p Parton      anti-b'              -7  400.            0       0       1       1       0 0
add  p Parton      t'                    8  500.            0       0       2       1       0 8
add  p Parton      anti-t'              -8  500.            0       0       -2      1       0 0
add  p InterBoson  g                    21  0               0       0       0       2       0 21
add  p Lepton      e-                   11  0.000510999     0       0       -3      1       0 11
add  p Lepton      e+                  -11  0.000510999     0       0       3       1       0 0
add  p Lepton      nu_e                 12  0               0       0       0       1       0 12
add  p Lepton      anti-nu_e           -12  0               0       0       0       1       0 0
add  p Lepton      mu-                  13  0.1056584       0       0       -3      1 658654. 13
add  p Lepton      mu+                 -13  0.1056584       0       0       3       1 658654. 0
add  p Lepton      nu_mu                14  0               0       0       0       1       0 14
add  p Lepton      anti-nu_mu          -14  0               0       0       0       1       0 0
add  p Lepton      tau-                 15  1.7770          0       0       -3      1  0.0872 15
add  p Lepton      tau+                -15  1.7770          0       0       3       1  0.0872 0
add  p Lepton      nu_tau               16  0               0       0       0       1       0 16
add  p Lepton      anti-nu_tau         -16  0               0       0       0       1       0 0
add  p Lepton      L-                   17  400.            0       0       -3      1       0 17
add  p Lepton      L+                  -17  400.            0       0       3       1       0 0
add  p Lepton      nu_L                 18  0               0       0       0       1       0 18
add  p Lepton      anti-nu_L           -18  0               0       0       0       1       0 0
add  p InterBoson  gamma                22  0               0       0       0       2       0 22
add  p Special     vpho              10022  0               0       0       0       2       0 0
add  p Special     Cerenkov          20022  0               0       0       0       2       0 0
add  p InterBoson  Z0                   23  91.187       2.49       10.     0       2       0 23
add  p InterBoson  W+                   24  80.33        2.07       10.     3       2       0 24
add  p InterBoson  W-                  -24  80.33        2.07       10.     -3      2       0 0
add  p InterBoson  Higgs0               25  200.            0       0       0       0       0 25
add  p InterBoson  reggeon              28  0               0       0       0       0       0 28
add  p InterBoson  pomeron              29  0               0       0       0       0       0 29
add  p InterBoson  Z'0                  32  500.            0       0       0       2       0 32
add  p InterBoson  Z''0                 33  900.            0       0       0       2       0 33
add  p InterBoson  W'+                  34  500.            0       0       3       2       0 34
add  p InterBoson  W'-                 -34  500.            0       0       -3      2       0 0
add  p InterBoson  Higgs'0              35  300.            0       0       0       0       0 35
add  p InterBoson  A0                   36  300.            0       0       0       0       0 36
add  p InterBoson  Higgs+               37  300.            0       0       3       0       0 37
add  p InterBoson  Higgs-              -37  300.            0       0       -3      0       0 0
add  p InterBoson  R0                   40  5000.           0       0       0       2       0 40
add  p InterBoson  anti-R0             -40  5000.           0       0       0       2       0 0
add  p Special     specflav             81  0               0       0       0       0       0 81
add  p Special     rndmflav             82  0               0       0       0       0       0 82
add  p Special     anti-rndmflav       -82  0               0       0       0       0       0 0
add  p Special     phasespa             83  0               0       0       0       0       0 83
add  p Special     c-hadron             84  2.0             0       0       2       0     0.1 84
add  p Special     anti-c-hadron       -84  2.0             0       0       -2      0     0.1 0
add  p Special     b-hadron             85  5.0             0       0       -1      0   0.387 85
add  p Special     anti-b-hadron       -85  5.0             0       0       1       0   0.387 0
add  p Special     t-hadron             86  175.            0       0       2       0       0 86
add  p Special     anti-t-hadron       -86  175.            0       0       -2      0       0 0
add  p Special     b'-hadron            87  400.            0       0       -1      0       0 87
add  p Special     anti-b'-hadron      -87  400.            0       0       1       0       0 0
add  p Special     t'-hadron            88  500.            0       0       2       0       0 88
add  p Special     anti-t'-hadron      -88  500.            0       0       -2      0       0 0
add  p Special     Wvirt+               89  0               0       0       3       0       0 89
add  p Special     Wvirt-              -89  0               0       0       -3      0       0 0
add  p Special     diquark              90  0               0       0       0       0       0 90
add  p Special     anti-diquark        -90  0               0       0       0       0       0 0
add  p Special     cluster              91  0               0       0       0       0       0 91
add  p Special     string               92  0               0       0       0       0       0 92
add  p Special     indep                93  0               0       0       0       0       0 93
add  p Special     CMshower             94  0               0       0       0       0       0 94
add  p Special     SPHEaxis             95  0               0       0       0       0       0 95
add  p Special     THRUaxis             96  0               0       0       0       0       0 96
add  p Special     CLUSjet              97  0               0       0       0       0       0 97
add  p Special     CELLjet              98  0               0       0       0       0       0 98
add  p Special     table                99  0               0       0       0       0       0 99
add  p Meson       pi0                 111  0.134976        0       0       0       0       0 111
add  p Meson       pi+                 211  0.139570        0       0       3       0  7804.5 101
add  p Meson       pi-                -211  0.139570        0       0       -3      0  7804.5 0
add  p Special     pi_diff+            210  0               0       0       3       0       0 281
add  p Special     pi_diff-           -210  0               0       0       -3      0       0 0
add  p Meson       pi(2S)0           20111  1.30            0.40    0.5     0       2       0 0
add  p Meson       pi(2S)+           20211  1.30            0.40    0.5     0       2       0 0
add  p Meson       pi(2S)-          -20211  1.30            0.40    0.5     0       2       0 0
add  p Meson       eta                 221  0.54745         0       0       0       0       0 112
add  p Meson       eta(2S)           20221  1.295           0.053   0.2     0       2       0 0
add  p Meson       eta'                331  0.95777         0.0002  0.002   0       0       0 113
add  p Meson       rho0                113  0.7685          0.151   0.4     0       2       0 131
add  p Special     rho_diff0           110  0               0       0       0       2       0 284
add  p Meson       rho+                213  0.7685          0.151   0.4     3       2       0 121
add  p Meson       rho-               -213  0.7685          0.151   0.4     -3      2       0 0
add  p Meson       rho(2S)0          30113  1.46            0.31    0.5     0       2       0 0
add  p Meson       rho(2S)+          30213  1.46            0.31    0.5     3       2       0 0
add  p Meson       rho(2S)-         -30213  1.46            0.31    0.5     -3       2       0 0
add  p Meson       rho(3S)0          40113  1.70            0.235   0.5     0       2       0 0
add  p Meson       rho(3S)+          40213  1.70            0.235   0.5     3       2       0 0
add  p Meson       rho(3S)-         -40213  1.70            0.235   0.5     -3       2       0 0
add  p Meson       omega               223  0.78194         0.00843 0.08    0       2       0 132
add  p Special     omega_diff          220  0               0       0       0       2       0 285
add  p Meson       omega(2S)         30223  1.42            0.174   0.4     0       2       0 0
add  p Meson       phi                 333  1.01941         0.00443 0.015   0       2       0 133
add  p Special     phi_diff            330  0               0       0       0       2       0 286
add  p Meson       a_00              10111  0.9835          0.057   0.050   0       0       0 171
add  p Meson       a_0+              10211  0.9835          0.057   0.050   3       0       0 161
add  p Meson       a_0-             -10211  0.9835          0.057   0.050   -3      0       0 0
add  p Meson       f_0               10221  1.000           0.05    0.005   0       0       0 172
add  p Meson       f'_0              10331  1.4             0.3     0.35    0       0       0 173
add  p Meson       b_10              10113  1.231           0.142   0.25    0       2       0 151
add  p Meson       b_1+              10213  1.231           0.142   0.25    3       2       0 141
add  p Meson       b_1-             -10213  1.231           0.142   0.25    -3      2       0 0
add  p Meson       h_1               10223  1.17            0.36    0.2     0       2       0 152
add  p Meson       h'_1              10333  1.40            0.08    0.010   0       2       0 153
add  p Meson       a_10              20113  1.23            0.4     0.3     0       2       0 191
add  p Meson       a_1+              20213  1.23            0.4     0.3     3       2       0 181
add  p Meson       a_1-             -20213  1.23            0.4     0.3     -3      2       0 0
add  p Meson       f_1               20223  1.2822          0.0248  0.05    0       2       0 192
add  p Meson       f'_1              20333  1.4268          0.053   0.10    0       2       0 193
add  p Meson       a_20                115  1.318           0.107   0.3     0       4       0 211
add  p Meson       a_2+                215  1.318           0.107   0.3     3       4       0 201
add  p Meson       a_2-               -215  1.318           0.107   0.3     -3      4       0 0
add  p Meson       f_2                 225  1.275           0.185   0.27    0       4       0 212
add  p Meson       f_0(1500)         50221  1.500           0.112   0.3     0       0       0 0
add  p Meson       f'_2                335  1.525           0.076   0.2     0       4       0 213
add  p Meson       K0                  311  0.49767         0       0       0       0       0 102
add  p Meson       anti-K0            -311  0.49767         0       0       0       0       0 0
add  p Meson       K_S0                310  0.49767         0       0       0       0  26.762 222
add  p Meson       K_L0                130  0.49767         0       0       0       0  15510. 221
add  p Meson       K+                  321  0.49368         0       0       3       0   3713. 103
add  p Meson       K-                 -321  0.49368         0       0       -3      0   3713. 0
add  p Meson       K*0                 313  0.8961          0.0505  0.2     0       2       0 122
add  p Meson       anti-K*0           -313  0.8961          0.0505  0.2     0       2       0 0
add  p Meson       K*+                 323  0.8916          0.0500  0.2     3       2       0 123
add  p Meson       K*-                -323  0.8916          0.0500  0.2     -3      2       0 0
add  p Meson       K_0*0             10311  1.429           0.287   0.4     0       0       0 162
add  p Meson       anti-K_0*0       -10311  1.429           0.287   0.4     0       0       0 0
add  p Meson       K_0*+             10321  1.429           0.287   0.4     3       0       0 163
add  p Meson       K_0*-            -10321  1.429           0.287   0.4     -3      0       0 0
add  p Meson       K_10              10313  1.273           0.09    0.01    0       2       0 142
add  p Meson       anti-K_10        -10313  1.273           0.09    0.01    0       2       0 0
add  p Meson       K_1+              10323  1.273           0.09    0.01    3       2       0 143
add  p Meson       K_1-             -10323  1.273           0.09    0.01    -3      2       0 0
add  p Meson       K_2*0               315  1.432           0.109   0.2     0       4       0 202
add  p Meson       anti-K_2*0         -315  1.432           0.109   0.2     0       4       0 0
add  p Meson       K_2*+               325  1.425           0.099   0.2     3       4       0 203
add  p Meson       K_2*-              -325  1.425           0.099   0.2     -3      4       0 0
add  p Meson       K'_10             20313  1.402           0.174   0.3     0       2       0 182
add  p Meson       anti-K'_10       -20313  1.402           0.174   0.3     0       2       0 0
add  p Meson       K'_1+             20323  1.402           0.174   0.3     3       2       0 183
add  p Meson       K'_1-            -20323  1.402           0.174   0.3     -3      2       0 0
add  p Meson       D+                  411  1.86929         0       0       3       0   0.317 104
add  p Meson       D-                 -411  1.86929         0       0       -3      0   0.317 0
add  p Meson       D0                  421  1.86451         0       0       0       0  0.1244 105
add  p Meson       anti-D0            -421  1.86451         0       0       0       0  0.1244 0
add  p Meson       D*+                 413  2.00993         0.000080 0.0004  3       2       0 124
add  p Meson       D*-                -413  2.00993         0.000080 0.0004 -3      2       0 0
add  p Meson       D*0                 423  2.00663         0.000061 0.0003  0       2       0 125
add  p Meson       anti-D*0           -423  2.00663         0.000061 0.0003  0       2       0 0
add  p Meson       D_0*+             10411  2.40            0.15    0.25    3       0       0 164
add  p Meson       D_0*-            -10411  2.40            0.15    0.25    -3      0       0 0
add  p Meson       D_0*0             10421  2.40            0.15    0.25    0       0       0 165
add  p Meson       anti-D_0*0       -10421  2.40            0.15    0.25    0       0       0 0
add  p Meson       D_1+              10413  2.4222          0.019   0.08    3       2       0 144
add  p Meson       D_1-             -10413  2.4222          0.019   0.08    -3      2       0 0
add  p Meson       D_10              10423  2.4222          0.019   0.08    0       2       0 145
add  p Meson       anti-D_10        -10423  2.4222          0.019   0.08    0       2       0 0
