-179	-89
-179	-88
-179	-87
-179	-86
-179	-85
-179	-84
-179	-83
-179	-82
-179	-81
-179	-80
-179	-79
-179	67
-179	68
-179	71
-178	-89
-178	-88
-178	-87
-178	-86
-178	-85
-178	-84
-178	-83
-178	-82
-178	-81
-178	-80
-178	-79
-178	66
-178	67
-178	68
-177	-89
-177	-88
-177	-87
-177	-86
-177	-85
-177	-84
-177	-83
-177	-82
-177	-81
-177	-80
-177	-79
-177	66
-177	67
-177	68
-176	-89
-176	-88
-176	-87
-176	-86
-176	-85
-176	-84
-176	-83
-176	-82
-176	-81
-176	-80
-176	-79
-176	66
-176	67
-175	-89
-175	-88
-175	-87
-175	-86
-175	-85
-175	-84
-175	-83
-175	-82
-175	-81
-175	-80
-175	-79
-175	65
-175	66
-175	67
-174	-89
-174	-88
-174	-87
-174	-86
-174	-85
-174	-84
-174	-83
-174	-82
-174	-81
-174	-80
-174	-79
-174	65
-174	66
-174	67
-173	-89
-173	-88
-173	-87
-173	-86
-173	-85
-173	-84
-173	-83
-173	-82
-173	-81
-173	-80
-173	-79
-173	65
-173	66
-173	67
-172	-89
-172	-88
-172	-87
-172	-86
-172	-85
-172	-84
-172	-83
-172	-82
-172	-81
-172	-80
-172	-79
-172	66
-171	-89
-171	-88
-171	-87
-171	-86
-171	-85
-171	-84
-171	-83
-171	-82
-171	-81
-171	-80
-171	-79
-171	66
-170	-89
-170	-88
-170	-87
-170	-86
-170	-85
-170	-84
-170	-83
-170	-82
-170	-81
-170	-80
-170	-79
-169	-89
-169	-88
-169	-87
-169	-86
-169	-85
-169	-84
-169	-83
-169	-82
-169	-81
-169	-80
-169	-79
-168	-89
-168	-88
-168	-87
-168	-86
-168	-85
-168	-84
-168	-83
-168	-82
-168	-81
-168	-80
-168	-79
-167	-89
-167	-88
-167	-87
-167	-86
-167	-85
-167	-84
-167	-83
-167	-82
-167	-81
-167	-80
-167	-79
-167	60
-166	-89
-166	-88
-166	-87
-166	-86
-166	-85
-166	-84
-166	-83
-166	-82
-166	-81
-166	-80
-166	-79
-166	60
-166	65
-166	66
-165	-89
-165	-88
-165	-87
-165	-86
-165	-85
-165	-84
-165	-83
-165	-82
-165	-81
-165	-80
-165	-79
-165	61
-165	62
-165	65
-165	66
-165	68
-164	-89
-164	-88
-164	-87
-164	-86
-164	-85
-164	-84
-164	-83
-164	-82
-164	-81
-164	-80
-164	-79
-164	60
-164	62
-164	63
-164	65
-164	66
-164	68
-163	-89
-163	-88
-163	-87
-163	-86
-163	-85
-163	-84
-163	-83
-163	-82
-163	-81
-163	-80
-163	-79
-163	60
-163	61
-163	62
-163	63
-163	65
-163	66
-163	68
-163	69
-162	-89
-162	-88
-162	-87
-162	-86
-162	-85
-162	-84
-162	-83
-162	-82
-162	-81
-162	-80
-162	-79
-162	60
-162	61
-162	62
-162	63
-162	65
-162	66
-162	68
-162	69
-162	70
-161	-89
-161	-88
-161	-87
-161	-86
-161	-85
-161	-84
-161	-83
-161	-82
-161	-81
-161	-80
-161	-79
-161	-78
-161	59
-161	60
-161	61
-161	62
-161	63
-161	65
-161	66
-161	67
-161	68
-161	69
-161	70
-160	-89
-160	-88
-160	-87
-160	-86
-160	-85
-160	-84
-160	-83
-160	-82
-160	-81
-160	-80
-160	-79
-160	-78
-160	56
-160	59
-160	60
-160	61
-160	62
-160	63
-160	64
-160	65
-160	66
-160	67
-160	68
-160	69
-160	70
-159	-89
-159	-88
-159	-87
-159	-86
-159	-85
-159	-84
-159	-83
-159	-82
-159	-81
-159	-80
-159	-79
-159	-78
-159	56
-159	59
-159	60
-159	61
-159	62
-159	63
-159	64
-159	65
-159	66
-159	67
-159	68
-159	69
-159	70
-158	-89
-158	-88
-158	-87
-158	-86
-158	-85
-158	-84
-158	-83
-158	-82
-158	-81
-158	-80
-158	-79
-158	-78
-158	57
-158	59
-158	60
-158	61
-158	62
-158	63
-158	64
-158	65
-158	66
-158	67
-158	68
-158	69
-158	70
-157	-89
-157	-88
-157	-87
-157	-86
-157	-85
-157	-84
-157	-83
-157	-82
-157	-81
-157	-80
-157	-79
-157	-78
-157	-77
-157	57
-157	58
-157	59
-157	60
-157	61
-157	62
-157	63
-157	64
-157	65
-157	66
-157	67
-157	68
-157	69
-157	70
-157	71
-156	-89
-156	-88
-156	-87
-156	-86
-156	-85
-156	-84
-156	-83
-156	-82
-156	-81
-156	-80
-156	-79
-156	-78
-156	58
-156	59
-156	60
-156	61
-156	62
-156	63
-156	64
-156	65
-156	66
-156	67
-156	68
-156	69
-156	70
-156	71
-155	-89
-155	-88
-155	-87
-155	-86
-155	-85
-155	-84
-155	-83
-155	-82
-155	-81
-155	-80
-155	-79
-155	-78
-155	59
-155	60
-155	61
-155	62
-155	63
-155	64
-155	65
-155	70
-155	71
-154	-89
-154	-88
-154	-87
-154	-86
-154	-85
-154	-84
-154	-83
-154	-82
-154	-81
-154	-80
-154	-79
-154	-78
-154	59
-154	60
-154	61
-154	62
-154	63
-154	64
-154	65
-154	66
-154	67
-154	68
-154	69
-154	70
-153	-89
-153	-88
-153	-87
-153	-86
-153	-85
-153	-84
-153	-83
-153	-82
-153	-81
-153	-80
-153	-79
-153	-78
-153	58
-153	60
-153	61
-153	62
-153	63
-153	64
-153	65
-153	66
-153	67
-153	68
-153	69
-153	70
-152	-89
-152	-88
-152	-87
-152	-86
-152	-85
-152	-84
-152	-83
-152	-82
-152	-81
-152	-80
-152	-79
-152	-78
-152	-77
-152	61
-152	62
-152	63
-152	64
-152	65
-152	66
-152	67
-152	68
-152	69
-152	70
-151	-89
-151	-88
-151	-87
-151	-86
-151	-85
-151	-84
-151	-83
-151	-82
-151	-81
-151	-80
-151	-79
-151	-78
-151	-77
-151	60
-151	62
-151	63
-151	64
-151	65
-151	66
-151	67
-151	68
-151	69
-151	70
-150	-89
-150	-88
-150	-87
-150	-86
-150	-85
-150	-84
-150	-83
-150	-82
-150	-81
-150	-80
-150	-79
-150	-78
-150	-77
-150	60
-150	62
-150	63
-150	64
-150	65
-150	66
-150	67
-150	68
-150	69
-150	70
-149	-89
-149	-88
-149	-87
-149	-86
-149	-85
-149	-84
-149	-83
-149	-82
-149	-81
-149	-80
-149	-79
-149	-78
-149	-77
-149	60
-149	61
-149	62
-149	63
-149	64
-149	65
-149	66
-149	67
-149	68
-149	69
-149	70
-148	-89
-148	-88
-148	-87
-148	-86
-148	-85
-148	-84
-148	-83
-148	-82
-148	-81
-148	-80
-148	-79
-148	-78
-148	-77
-148	62
-148	63
-148	64
-148	65
-148	66
-148	67
-148	68
-148	69
-148	70
-147	-89
-147	-88
-147	-87
-147	-86
-147	-85
-147	-84
-147	-83
-147	-82
-147	-81
-147	-80
-147	-79
-147	-78
-147	-77
-147	62
-147	63
-147	64
-147	65
-147	66
-147	67
-147	68
-147	69
-147	70
-146	-89
-146	-88
-146	-87
-146	-86
-146	-85
-146	-84
-146	-83
-146	-82
-146	-81
-146	-80
-146	-79
-146	-78
-146	-77
-146	61
-146	62
-146	63
-146	64
-146	65
-146	66
-146	67
-146	68
-146	69
-146	70
-145	-89
-145	-88
-145	-87
-145	-86
-145	-85
-145	-84
-145	-83
-145	-82
-145	-81
-145	-80
-145	-79
-145	-78
-145	-77
-145	-76
-145	61
-145	62
-145	63
-145	64
-145	65
-145	66
-145	67
-145	68
-145	69
-144	-89
-144	-88
-144	-87
-144	-86
-144	-85
-144	-84
-144	-83
-144	-82
-144	-81
-144	-80
-144	-79
-144	-78
-144	-77
-144	-76
-144	61
-144	62
-144	63
-144	64
-144	65
-144	66
-144	67
-144	68
-144	69
-144	70
-143	-89
-143	-88
-143	-87
-143	-86
-143	-85
-143	-84
-143	-83
-143	-82
-143	-81
-143	-80
-143	-79
-143	-78
-143	-77
-143	-76
-143	61
-143	62
-143	63
-143	64
-143	65
-143	66
-143	67
-143	68
-143	69
-143	70
-142	-89
-142	-88
-142	-87
-142	-86
-142	-85
-142	-84
-142	-83
-142	-82
-142	-81
-142	-80
-142	-79
-142	-78
-142	-77
-142	-76
-142	61
-142	62
-142	63
-142	64
-142	65
-142	66
-142	67
-142	68
-142	69
-141	-89
-141	-88
-141	-87
-141	-86
-141	-85
-141	-84
-141	-83
-141	-82
-141	-81
-141	-80
-141	-79
-141	-78
-141	-77
-141	-76
-141	60
-141	61
-141	62
-141	63
-141	64
-141	65
-141	66
-141	67
-141	68
-141	69
-140	-89
-140	-88
-140	-87
-140	-86
-140	-85
-140	-84
-140	-83
-140	-82
-140	-81
-140	-80
-140	-79
-140	-78
-140	-77
-140	-76
-140	60
-140	61
-140	62
-140	63
-140	64
-140	65
-140	66
-140	67
-140	69
-139	-89
-139	-88
-139	-87
-139	-86
-139	-85
-139	-84
-139	-83
-139	-82
-139	-81
-139	-80
-139	-79
-139	-78
-139	-77
-139	-76
-139	-75
-139	60
-139	61
-139	62
-139	63
-139	64
-139	65
-139	66
-139	67
-139	68
-139	69
-138	-89
